ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"38.127.179.87","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","1442","1","2023-04-07T22:06:12.890Z","100","1355","1356"
"165.227.0.166","anonymous","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","3128","http","1407","834","2023-04-07T22:06:12.454Z","100","1297","1297"
"38.83.108.90","elite","AS63199","US","Cogent Communications","111","CDS Global Cloud Co., Ltd","5678","socks4","1353","1","2023-04-07T22:06:11.172Z","100","1417","1417"
"165.225.8.100","elite","AS22616","US","ZSCALER, INC.","78","Zscaler, Inc","10605","socks4","1371","1","2023-04-07T22:06:11.610Z","98","1388","1414"
"50.47.75.213","elite","AS20055","US","Wholesail networks LLC","148","Ziply Fiber","5678","socks4","1253","1","2023-04-07T22:06:11.174Z","94","1333","1416"
"45.76.15.12","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","11969","socks4","1238","1","2023-04-07T22:06:10.785Z","88","1177","1336"
"12.88.29.66","anonymous","AS7018","US","AT&T Services, Inc.","109","CFWN Pool ATTCT-NMPL4","9080","http","1307","836","2023-04-07T22:06:10.758Z","100","1299","1302"
"138.197.203.84","elite","AS14061","US","DigitalOcean, LLC","149","Digital Ocean","7497","socks5","1270","1","2023-04-07T22:06:10.757Z","100","1366","1368"
"159.65.253.201","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","51080","socks5","1351","1","2023-04-07T22:06:10.312Z","99","1303","1313"
"166.62.82.118","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","5275","socks4","1332","1","2023-04-07T22:06:09.524Z","91","1284","1416"
"74.208.65.165","elite","AS8560","US","IONOS SE","107","IONOS Inc","14548","socks4","1326","1","2023-04-07T22:06:09.917Z","97","1332","1370"
"34.102.179.21","elite","AS396982","US","Google LLC","1","Google Cloud","80","socks4","1385","1","2023-04-07T22:06:09.521Z","100","1296","1296"
"166.62.59.87","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","32077","socks4","1345","1","2023-04-07T22:06:08.725Z","100","1349","1355"
"104.192.200.71","elite","AS11071","US","InfoWest","137","InfoWest","8899","socks4","1299","1","2023-04-07T22:06:07.875Z","100","1385","1391"
"66.33.209.193","elite","AS26347","US","New Dream Network, LLC","78","New Dream Network, LLC","58418","socks5","1383","1","2023-04-07T22:06:07.464Z","100","1407","1407"
"184.181.217.213","elite","AS22773","US","Cox Communications Inc.","149","Cox Communications","4145","socks5","1314","1","2023-04-07T22:06:07.481Z","100","1321","1323"
"192.111.135.17","elite","AS46562","US","Total Server Solutions L.L.C.","129","Assima Inc","18302","socks5","1340","1","2023-04-07T22:06:07.894Z","97","1285","1322"
"207.244.225.39","anonymous","AS40021","US","Contabo Inc.","98","Contabo Inc","8080","http","1332","1992","2023-04-07T22:06:06.692Z","31","427","1363"
"199.188.93.163","elite","AS64200","US","Vivid-hosting LLC","140","Vivid-hosting LLC","9000","socks5","1245","1","2023-04-07T22:06:06.289Z","100","1383","1386"
"76.120.215.137","elite","AS7922","US","Comcast Cable Communications, LLC","102","Comcast Cable Communications, Inc.","4252","socks5","1336","1","2023-04-07T22:06:06.675Z","100","1298","1299"
"104.36.7.1","elite","AS55077","US","Light Speed Technologies LLC","99","Light Speed Technologies LLC","1337","socks4","1273","1","2023-04-07T22:06:05.061Z","100","1401","1401"
"203.30.191.218","elite","AS209242","US","Cloudflare London","2","Umpire Associates LTD","80","socks4","1417","1","2023-04-07T22:06:05.791Z","100","1305","1305"
"154.64.219.41","anonymous","AS21559","US","OSNET Wireless","139","OSNet Wireless","8888","http","1403","415","2023-04-07T22:06:05.795Z","95","1342","1417"
"67.205.162.56","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","10605","socks4","1389","1","2023-04-07T22:06:05.421Z","79","1062","1352"
"50.192.49.5","elite","AS7922","US","Comcast Cable Communications","114","Microtel and Suites","32100","socks4","1422","1","2023-04-07T22:06:04.169Z","97","1309","1343"
"104.238.205.68","elite","AS23470","US","ReliableSite.Net LLC","102","ReliableSite.Net LLC","4003","socks4","1047","1","2023-04-07T22:06:04.629Z","99","1376","1395"
"24.7.10.171","elite","AS7922","US","Comcast Cable Communications, LLC","160","Comcast Cable Communications","2758","socks4","1338","1","2023-04-07T22:06:03.372Z","100","1367","1370"
"88.218.104.159","elite","AS33083","US","AxcelX Technologies LLC","88","Hostmetric VPN","22272","socks4","1290","1","2023-04-07T22:06:02.164Z","100","1311","1313"
"72.195.34.60","elite","AS22773","US","Cox Communications Inc.","145","Cox Communications","27391","socks5","1280","1","2023-04-07T22:06:02.425Z","87","1130","1301"
"45.32.1.78","elite","AS20473","US","Choopa","81","Vultr Holdings, LLC","11788","socks4","1433","1","2023-04-07T22:06:02.434Z","88","1196","1364"
"104.129.206.65","elite","AS22616","US","ZSCALER, INC.","89","Zscaler, Inc.","8800","socks4","1317","1","2023-04-07T22:06:02.430Z","97","1376","1417"
"75.119.201.156","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","1241","1","2023-04-07T22:06:00.844Z","100","1396","1396"
"38.127.172.95","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","1239","1","2023-04-07T22:05:59.670Z","100","1347","1348"
"43.153.90.69","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","150","Tencent Cloud Computing","443","socks5","1196","1","2023-04-07T22:05:59.236Z","27","369","1367"
"98.188.47.150","elite","AS22773","US","Cox Communications Inc.","149","Cox Communications","4145","socks4","1280","1","2023-04-07T22:05:59.663Z","86","1137","1322"
"50.116.14.201","elite","AS63949","US","Akamai Technologies, Inc.","145","Linode","7497","socks5","1351","1","2023-04-07T22:05:58.125Z","100","1415","1416"
"75.119.206.82","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks4","1284","1","2023-04-07T22:05:56.549Z","100","1399","1400"
"199.60.103.126","elite","AS209242","US","Cloudflare London, LLC","1","HubSpot, Inc.","80","socks4","1337","8","2023-04-07T22:05:55.611Z","100","1394","1394"
"82.117.252.143","elite","AS204957","US","Green Floid LLC","109","Green Floid LLC","16701","socks5","1299","1","2023-04-07T22:05:55.186Z","99","1400","1412"
"43.153.11.102","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","150","Tencent Cloud Computing","443","socks4","1358","1","2023-04-07T22:05:55.610Z","50","681","1369"
"38.127.173.212","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks4","1408","1","2023-04-07T22:05:54.286Z","100","1334","1336"
"51.81.89.146","elite","AS16276","US","OVH SAS","78","OVH US LLC","50605","socks5","1346","1","2023-04-07T22:05:54.787Z","80","1138","1416"
"71.167.151.15","elite","AS701","US","Verizon Business","92","Verizon Business","8080","socks5","1409","1","2023-04-07T22:05:54.691Z","100","1306","1309"
"159.65.243.101","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","54321","socks4","1392","1","2023-04-07T22:05:54.692Z","100","1301","1306"
"192.241.114.212","elite","AS55286","US","B2 Net Solutions Inc.","89","ServerMania Inc","2020","socks5","1421","1","2023-04-07T22:05:53.890Z","100","1370","1374"
"45.76.9.121","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","11324","socks5","1304","1","2023-04-07T22:05:51.335Z","88","1145","1295"
"38.127.179.34","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","1257","1","2023-04-07T22:05:49.754Z","100","1356","1357"
"203.24.109.109","elite","AS209242","US","Cloudflare London","1","Umpire Associates LTD","80","socks4","1335","1","2023-04-07T22:05:49.750Z","100","1396","1397"
"75.119.202.168","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","32524","socks4","1557","1","2023-04-07T22:05:49.017Z","100","1396","1397"
"104.129.192.55","elite","AS22616","US","ZSCALER, INC.","148","Zscaler, Inc.","8800","socks4","1284","1","2023-04-07T22:05:49.366Z","98","1371","1394"
"43.153.81.168","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks4","1442","1","2023-04-07T22:05:49.036Z","74","1022","1373"
"64.251.31.130","elite","AS15083","US","Infolink Global Corporation","106","HA Servers, LLC","53277","socks5","1300","1","2023-04-07T22:05:48.280Z","99","1346","1356"
"162.0.220.161","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","48415","socks5","1430","1","2023-04-07T22:05:48.237Z","100","1332","1336"
"172.87.152.122","elite","AS11427","US","Spectrum","120","Laredo Executive INN","39593","socks4","1358","1","2023-04-07T22:05:48.660Z","98","1379","1403"
"161.35.179.193","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","59761","socks5","1595","1","2023-04-07T22:05:47.071Z","100","1312","1315"
"166.62.85.224","elite","AS9116","US","Partner Communications Ltd.","139","GoDaddy.com, LLC","61760","socks4","1339","1","2023-04-07T22:05:47.827Z","100","1373","1375"
"173.236.181.192","elite","AS26347","US","New Dream Network, LLC","78","New Dream Network, LLC","24310","socks5","1230","1","2023-04-07T22:05:46.182Z","100","1321","1322"
"70.126.33.226","elite","AS33363","US","Charter Communications","114","Spectrum","47370","socks4","1207","1","2023-04-07T22:05:46.183Z","84","1114","1334"
"98.111.251.101","elite","AS701","US","Verizon Business","93","Verizon Business","1585","socks4","1219","1","2023-04-07T22:05:46.183Z","100","1295","1296"
"157.245.141.42","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","44020","socks4","1337","1","2023-04-07T22:05:45.294Z","100","1313","1317"
"178.128.151.87","elite","AS14061","US","DigitalOcean, LLC","81","Digitalocean","40081","socks5","1326","1","2023-04-07T22:05:45.294Z","100","1389","1395"
"45.196.144.159","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks4","1188","1","2023-04-07T22:05:44.015Z","98","1277","1298"
"67.197.244.98","elite","AS14615","US","Comporium, Inc","101","Comporium, Inc","17557","socks4","1253","1","2023-04-07T22:05:43.605Z","100","1333","1339"
"66.33.210.93","elite","AS26347","US","New Dream Network, LLC","78","New Dream Network, LLC","17567","socks5","1231","1","2023-04-07T22:05:43.173Z","100","1398","1400"
"198.24.187.91","elite","AS19437","US","Secured Servers LLC","83","Secured Servers LLC","8080","http","1368","728","2023-04-07T22:05:43.209Z","100","1395","1395"
"38.127.173.15","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","1396","1","2023-04-07T22:05:42.891Z","100","1355","1357"
"154.19.185.66","elite","AS149042","US","Cogent Communications","151","SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED","18825","socks5","1181","1","2023-04-07T22:05:41.333Z","88","1174","1337"
"192.169.217.153","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","17228","socks5","1215","1","2023-04-07T22:05:41.331Z","91","1287","1416"
"50.207.44.142","elite","AS7922","US","Comcast Cable Communications, LLC","102","Comcast Cable Communications, LLC","3355","socks4","1288","1","2023-04-07T22:05:40.160Z","100","1408","1411"
"45.77.153.183","elite","AS20473","US","The Constant Company","84","Vultr Holdings, LLC","10284","socks4","1320","1","2023-04-07T22:05:40.190Z","78","1054","1349"
"203.30.189.85","elite","AS209242","US","Cloudflare London","1","Umpire Associates LTD","80","socks4","1329","1","2023-04-07T22:05:39.378Z","100","1393","1393"
"167.71.170.135","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","19336","socks5","1282","1","2023-04-07T22:05:38.121Z","99","1402","1417"
"76.185.16.94","elite","AS11427","US","Charter Communications","119","Spectrum","54079","socks4","1274","1","2023-04-07T22:05:38.525Z","99","1319","1333"
"216.127.113.58","elite","AS7221","US","Towerstream I","77","BrightStar Communications Inc","5678","socks4","1263","1","2023-04-07T22:05:38.974Z","95","1338","1415"
"45.196.148.191","elite","AS7018","US","AT&T Services","91","AQUA Networks Limited","5432","socks4","1276","1","2023-04-07T22:05:38.974Z","99","1321","1340"
"70.60.132.130","elite","AS10796","US","Spectrum","108","Continental Real Estate Companies","5678","socks4","1234","1","2023-04-07T22:05:37.295Z","99","1287","1297"
"38.127.173.154","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks4","1376","1","2023-04-07T22:05:36.936Z","100","1348","1349"
"209.159.153.19","elite","AS19318","US","Interserver, Inc","73","Interserver, Inc","61841","socks5","1366","1","2023-04-07T22:05:35.304Z","100","1334","1338"
"4.14.120.230","elite","AS3356","US","Level 3","125","Mountain","39593","socks4","1282","1","2023-04-07T22:05:35.722Z","100","1414","1415"
"72.195.114.169","elite","AS22773","US","Cox Communications Inc.","149","Cox Communications","4145","socks5","1325","1","2023-04-07T22:05:35.008Z","87","1129","1301"
"184.178.172.17","elite","AS22773","US","Cox Communications Inc.","148","Cox Communications Inc.","4145","socks5","1210","1","2023-04-07T22:05:35.329Z","100","1298","1301"
"47.206.214.4","elite","AS5650","US","Frontier Communications Corporation","119","Frontier Communications Solutions","54321","socks4","1300","1","2023-04-07T22:05:35.334Z","99","1405","1417"
"38.127.179.126","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","1285","1","2023-04-07T22:05:34.665Z","100","1339","1340"
"154.53.59.250","anonymous","AS40021","US","Contabo Inc.","146","Contabo Inc","3128","http","1333","737","2023-04-07T22:05:33.807Z","84","1092","1301"
"199.195.250.214","elite","AS53667","US","FranTech Solutions","73","FranTech Solutions","30083","socks4","1520","1","2023-04-07T22:05:33.046Z","100","1386","1386"
"192.111.137.37","elite","AS46562","US","Total Server Solutions L.L.C.","129","Sharktek Consulting LLC","18762","socks5","1486","1","2023-04-07T22:05:33.048Z","97","1261","1302"
"50.47.75.217","elite","AS20055","US","Wholesail networks LLC","148","Ziply Fiber","5678","socks4","1342","1","2023-04-07T22:05:32.279Z","94","1332","1416"
"50.237.98.81","elite","AS7922","US","Comcast Cable Communications, LLC","96","Comcast Cable Communications, LLC","1080","socks4","1290","1","2023-04-07T22:05:32.670Z","97","1378","1416"
"70.32.25.163","elite","AS55293","US","A2 Hosting, Inc.","95","A2 Hosting, Inc.","34695","socks4","1532","1","2023-04-07T22:05:32.703Z","100","1291","1295"
"166.62.52.254","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","5138","socks4","1304","1","2023-04-07T22:05:30.487Z","97","1298","1343"
"165.227.82.7","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","24668","socks5","1316","1","2023-04-07T22:05:30.486Z","100","1414","1415"
"88.218.104.89","elite","AS33083","US","AxcelX Technologies LLC","88","Hostmetric VPN","28451","socks4","1351","1","2023-04-07T22:05:30.078Z","100","1317","1319"
"43.153.16.230","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","149","Tencent Cloud Computing","443","socks4","1274","1","2023-04-07T22:05:30.928Z","47","643","1368"
"157.230.210.133","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","80","socks4","1311","1","2023-04-07T22:05:30.903Z","100","1323","1323"
"174.108.154.1","elite","AS11426","US","Spectrum","106","Fastlink Communications","32940","socks4","1426","1","2023-04-07T22:05:28.023Z","100","1415","1416"
"192.252.215.5","elite","AS46562","US","Performive LLC","129","Performive LLC","16137","socks4","1532","1","2023-04-07T22:05:28.425Z","97","1268","1302"
"75.119.203.42","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","1431","1","2023-04-07T22:05:28.427Z","100","1396","1396"
"45.196.150.195","elite","AS7018","US","AT&T Services, Inc.","91","Kaxy Tech LLC","5432","socks5","1390","1","2023-04-07T22:05:28.042Z","98","1335","1357"
"198.251.79.65","elite","AS8560","US","IONOS SE","108","IONOS Inc","3128","socks4","1352","1","2023-04-07T22:05:28.869Z","100","1383","1383"
"43.153.52.192","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks4","1309","1","2023-04-07T22:05:28.464Z","40","542","1372"
"172.64.207.185","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","1502","1","2023-04-07T22:05:27.240Z","100","1309","1309"
"50.96.204.50","elite","AS7029","US","Windstream Communications LLC","115","Windstream Communications LLC","18351","socks4","1107","1","2023-04-07T22:05:26.805Z","100","1376","1381"
"170.130.55.153","elite","AS62904","US","Eonix Corporation","113","servinga GmbH","5001","socks5","1176","1","2023-04-07T22:05:25.488Z","99","1348","1355"
"66.33.212.180","elite","AS26347","US","New Dream Network, LLC","78","New Dream Network, LLC","15891","socks4","1164","1","2023-04-07T22:05:25.907Z","100","1394","1395"
"173.230.147.173","elite","AS63949","US","Akamai Technologies, Inc.","143","Linode","19527","socks4","1136","1","2023-04-07T22:05:25.908Z","100","1415","1416"
"100.4.50.233","elite","AS701","US","Verizon Communications","106","MCI Communications Services, Inc. d/b/a Verizon Business","8080","socks5","1519","1","2023-04-07T22:05:24.182Z","100","1367","1370"
"8.42.71.5","elite","AS399869","US","Mountain Broadband","123","Level 3, LLC","39593","socks4","1484","1","2023-04-07T22:05:23.866Z","100","1412","1417"
"43.153.55.205","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks5","1469","1","2023-04-07T22:05:23.564Z","46","623","1369"
"38.127.173.84","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","1250","1","2023-04-07T22:05:23.592Z","100","1352","1355"
"199.87.210.189","elite","AS395092","US","Shock Hosting LLC","144","Shock Hosting LLC","10601","socks5","1368","1","2023-04-07T22:05:22.163Z","100","1413","1417"
"132.148.6.255","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","20859","socks5","1341","1","2023-04-07T22:05:22.932Z","96","1343","1393"
"178.128.177.166","elite","AS14061","US","DigitalOcean","149","Digitalocean","7497","socks5","1479","1","2023-04-07T22:05:22.166Z","100","1352","1352"
"172.67.38.96","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","1264","1","2023-04-07T22:05:20.382Z","100","1363","1364"
"209.240.50.56","elite","AS36515","US","Allens Communications","121","Allen's TV Cable Service, Inc.","39593","socks4","1304","1","2023-04-07T22:05:20.358Z","100","1406","1410"
"167.99.0.66","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","5262","socks4","1228","1","2023-04-07T22:05:20.897Z","100","1348","1354"
"198.211.38.45","elite","AS35916","US","Multacom Corporation","144","Multacom Corporation","47457","socks4","1212","1","2023-04-07T22:05:19.252Z","83","1159","1394"
